               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.020612,           0.0069709,           0.0047948,             0.94181,             0.95104,             0.95088,             0.76781,            0.021807,            0.006004,           0.0023228,           0.0058816,           0.0058816,           0.0058816
                 106,             0.02104,           0.0069547,           0.0046579,              0.9491,             0.95028,             0.95158,             0.75554,            0.022021,           0.0063075,           0.0025972,            0.005842,            0.005842,            0.005842
                 107,            0.021036,           0.0073119,           0.0057388,              0.9464,             0.95362,             0.94925,             0.76003,            0.021073,           0.0061687,           0.0027156,           0.0058024,           0.0058024,           0.0058024
                 108,            0.021474,           0.0068813,           0.0049766,             0.94696,             0.95079,             0.94953,             0.73862,            0.022823,            0.006152,           0.0029325,           0.0057628,           0.0057628,           0.0057628
                 109,            0.020567,           0.0069299,           0.0037769,             0.94742,             0.94887,             0.94924,             0.76077,            0.021684,           0.0061978,           0.0029705,           0.0057232,           0.0057232,           0.0057232
                 110,            0.020257,           0.0067081,            0.004303,              0.9488,             0.95141,             0.94924,             0.76452,            0.020866,           0.0063393,           0.0023838,           0.0056836,           0.0056836,           0.0056836
                 111,             0.02024,           0.0070313,           0.0044454,             0.94646,             0.95105,             0.94964,             0.76272,            0.021266,           0.0061841,           0.0026643,            0.005644,            0.005644,            0.005644
                 112,            0.019776,           0.0069388,           0.0043572,             0.94847,             0.95112,             0.95137,             0.76137,            0.021132,           0.0061734,           0.0024584,           0.0056044,           0.0056044,           0.0056044
                 113,            0.020078,           0.0069394,            0.004054,             0.95113,              0.9538,             0.95145,             0.76583,            0.021606,            0.006256,           0.0024834,           0.0055648,           0.0055648,           0.0055648
                 114,            0.020586,           0.0069729,            0.004016,             0.94502,             0.94884,             0.95004,             0.76166,            0.021709,           0.0063336,           0.0027885,           0.0055252,           0.0055252,           0.0055252
                 115,            0.020147,           0.0068588,           0.0044838,             0.94814,             0.95362,             0.94965,             0.77282,            0.021634,           0.0061935,           0.0021738,           0.0054856,           0.0054856,           0.0054856
                 116,            0.021058,           0.0073837,           0.0039347,             0.94911,             0.95362,             0.94924,             0.76052,            0.021835,            0.006237,           0.0022275,            0.005446,            0.005446,            0.005446
                 117,            0.020254,           0.0067962,           0.0041622,             0.94964,             0.95294,             0.95091,             0.76062,            0.021517,           0.0062159,           0.0024713,           0.0054064,           0.0054064,           0.0054064
                 118,            0.019936,           0.0069915,           0.0044759,             0.94888,             0.95349,             0.95109,             0.76069,            0.021781,           0.0063807,           0.0023985,           0.0053668,           0.0053668,           0.0053668
                 119,            0.019627,           0.0065942,           0.0044481,             0.94706,             0.94979,             0.94926,             0.76878,            0.021109,           0.0062486,            0.002413,           0.0053272,           0.0053272,           0.0053272
